Date,Hour,Campaign Id,Placement Id,Creative Id,DSP Placement,DSP Name,Country,State,City,Zip,DMA Code,DMA Description,Domain,Browser,Device Type,Device Vendor,Device OS,Device OS Version,Requested Impressions,Loaded Impressions,Rendered Impressions,Friendly IFrame Impressions,Viewable Impressions,Mobile Optimized Impressions,PSUnitView,Clicks,Unit Engagement,Ad Density,Time Spent,Exposure Time,heavy-ad-intervention,non-mraid-impression,user_press_start,user_tap_close_isis,user_tap_exiturl,user_tap_exiturl_fallback,user_tap_open_isis
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Arizona,Mesa,85214.0,753.0,Phoenix (Prescott),heraldweekly.com,Facebook,Mobile,Samsung,Android,12,2.0,3.0,4.0,6,5.0,6,1.0,41,0.0,66.0,0.0,10.007,0.0,4.0,0.0,0.0,0.0,0.0,1.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Arizona,Mesa,85214.0,753.0,Phoenix (Prescott),honesttopaws.com,Facebook,Mobile,Samsung,Android,12,1.0,3.0,1.0,2,3.0,2,1.0,16,0.0,23.0,0.0,0.004,0.0,2.0,1.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Arizona,Phoenix,85001.0,753.0,Phoenix (Prescott),msn.com,Amazon Silk,Mobile,Amazon,Android,5,1.0,0.0,2.0,3,3.0,3,0.0,16,0.0,3.0,0.0,0.001,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Arizona,Sells,85634.0,789.0,Tucson (Sierra Vista),heraldweekly.com,Facebook,Mobile,Samsung,Android,12,2.0,3.0,4.0,3,4.0,3,3.0,21,1.0,30.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Arkansas,Fayetteville,72704.0,670.0,Ft. Smith - Fay - Sprngdl - Rgrs,honesttopaws.com,Facebook,Mobile,Google,Android,12,4.0,1.0,1.0,2,3.0,2,0.0,12,0.0,24.0,0.0,0.002,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Arkansas,Little Rock,72255.0,N/A,N/A,science101.com,Facebook,Mobile,Apple,iOS,13,2.0,1.0,2.0,1,0.0,1,0.0,9,0.0,11.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Arkansas,Springdale,72766.0,670.0,Ft. Smith - Fay - Sprngdl - Rgrs,science101.com,Facebook,Mobile,Generic_Android,Android,11,5.0,6.0,4.0,4,5.0,4,2.0,31,0.0,32.0,0.0,0.001,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Concord,94520.0,807.0,San Francisco - Oak - San Jose,heraldweekly.com,Chrome,Mobile,Generic_Android,Android,11,3.0,4.0,2.0,11,2.0,11,2.0,56,1.0,125.0,0.0,6.004,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Fair Oaks,95628.0,862.0,Sacramnto - Stktn - Modesto,heraldweekly.com,Facebook,Mobile,Generic_Android,Android,8,3.0,0.0,2.0,2,1.0,2,1.0,10,0.0,21.0,0.0,0.002,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Fairfield,94533.0,862.0,Sacramnto - Stktn - Modesto,science101.com,Facebook,Mobile,Samsung,Android,12,0.0,0.0,2.0,1,1.0,1,0.0,7,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Fresno,93737.0,N/A,N/A,heraldweekly.com,Chrome,Mobile,Generic_Android_Tablet,Android,7,1.0,5.0,1.0,3,2.0,3,3.0,16,1.0,34.0,0.0,0.001,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Hacienda Heights,91745.0,803.0,Los Angeles,science101.com,Facebook,Mobile,Apple,iOS,15,2.0,0.0,1.0,1,0.0,1,0.0,8,0.0,9.0,0.0,0.002,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Irvine,92612.0,803.0,Los Angeles,worldtravelling.com,Facebook,Mobile,Apple,iOS,15,0.0,0.0,0.0,2,0.0,2,0.0,13,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Los Angeles,90009.0,803.0,Los Angeles,heraldweekly.com,Facebook,Mobile,Generic_Android,Android,11,4.0,3.0,1.0,6,4.0,6,6.0,31,0.0,59.0,0.0,0.002,0.0,5.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Los Angeles,90009.0,803.0,Los Angeles,heraldweekly.com,Safari,Mobile,Apple,iOS,15,0.0,1.0,1.0,1,1.0,1,1.0,5,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Los Angeles (Canoga Park),91303.0,803.0,Los Angeles,science101.com,Facebook,Mobile,Apple,iOS,15,1.0,2.0,0.0,1,2.0,1,0.0,6,0.0,6.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Mendota,93640.0,866.0,Fresno - Visalia,morehackz.com,Facebook,Mobile,Apple,iOS,15,1.0,2.0,0.0,0,1.0,0,0.0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Modesto,95397.0,862.0,Sacramnto - Stktn - Modesto,honesttopaws.com,Facebook,Mobile,Generic_Android,Android,11,0.0,1.0,0.0,0,1.0,0,2.0,6,0.0,0.0,0.0,0.001,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Pinole,94564.0,807.0,San Francisco - Oak - San Jose,whythese.com,Facebook,Mobile,Apple,iOS,15,1.0,0.0,1.0,0,0.0,0,1.0,4,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Rosedale,N/A,N/A,N/A,science101.com,Facebook,Mobile,Apple,iOS,15,0.0,0.0,0.0,1,0.0,1,0.0,5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Sacramento,94203.0,862.0,Sacramnto - Stktn - Modesto,honesttopaws.com,Facebook,Mobile,Generic_Android,Android,10,0.0,2.0,1.0,1,0.0,1,0.0,7,0.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,San Diego (Mid-City:City Heights),92105.0,825.0,San Diego,science101.com,Facebook,Mobile,Apple,iOS,15,3.0,6.0,3.0,5,7.0,5,4.0,37,0.0,42.0,0.0,1.005,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,San Ramon,94583.0,807.0,San Francisco - Oak - San Jose,heraldweekly.com,Chrome,Mobile,Samsung,Android,10,0.0,0.0,0.0,0,0.0,0,0.0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,San Ramon,94583.0,807.0,San Francisco - Oak - San Jose,honesttopaws.com,Facebook,Mobile,Apple,iOS,15,0.0,0.0,0.0,1,0.0,1,0.0,7,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Sunnyvale,94088.0,807.0,San Francisco - Oak - San Jose,heraldweekly.com,Facebook,Mobile,Samsung,Android,12,4.0,1.0,0.0,2,1.0,2,2.0,11,0.0,16.0,0.0,1.001,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Thousand Oaks,91358.0,803.0,Los Angeles,heraldweekly.com,Chrome,Mobile,Generic_Android,Android,10,6.0,4.0,1.0,5,2.0,5,3.0,32,0.0,99.0,0.0,0.007,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,California,Yuba City,95991.0,862.0,Sacramnto - Stktn - Modesto,heraldweekly.com,Facebook,Mobile,Samsung,Android,12,2.0,5.0,1.0,2,4.0,2,0.0,14,0.0,22.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Colorado,Denver (Central Business District),80202.0,751.0,Denver,msn.com,Amazon Silk,Mobile,Amazon,Android,9,3.0,2.0,3.0,3,0.0,3,1.0,15,0.0,5.0,0.0,0.003,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Colorado,Fort Collins,80553.0,751.0,Denver,heraldweekly.com,Facebook,Mobile,Generic_Android,Android,9,1.0,2.0,1.0,1,1.0,1,0.0,5,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Colorado,Silver Cliff,N/A,N/A,N/A,heraldweekly.com,Facebook,Mobile,Samsung,Android,11,0.0,2.0,0.0,1,2.0,1,0.0,6,0.0,12.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Connecticut,Berlin,6037.0,533.0,Hartford & New Haven,heraldweekly.com,Facebook,Mobile,Generic_Android,Android,11,5.0,1.0,2.0,2,1.0,2,1.0,13,0.0,20.0,0.0,0.002,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Connecticut,Berlin,6037.0,533.0,Hartford & New Haven,heraldweekly.com,Facebook,Mobile,Samsung,Android,12,5.0,4.0,0.0,3,1.0,3,3.0,21,0.0,31.0,0.0,0.002,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Connecticut,Berlin,6037.0,533.0,Hartford & New Haven,science101.com,Facebook,Mobile,Generic_Android,Android,12,0.0,2.0,5.0,3,1.0,3,1.0,16,0.0,20.0,0.0,3.003,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Connecticut,Norwalk,6858.0,501.0,New York,heraldweekly.com,Facebook,Mobile,Samsung,Android,12,4.0,4.0,3.0,4,2.0,4,1.0,27,0.0,35.0,0.0,3.006,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Connecticut,Norwich,6360.0,533.0,Hartford & New Haven,heraldweekly.com,Samsung Internet,Mobile,Samsung,Android,12,9.0,2.0,10.0,7,10.0,7,1.0,47,0.0,53.0,0.0,11.005,0.0,9.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Delaware,Middletown,19709.0,504.0,Philadelphia,heraldweekly.com,Facebook,Mobile,Samsung,Android,12,0.0,0.0,0.0,1,1.0,1,1.0,6,0.0,11.0,0.0,0.004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Delaware,Wilmington,19884.0,504.0,Philadelphia,heraldweekly.com,Facebook,Mobile,Samsung,Android,8,1.0,5.0,4.0,5,2.0,5,4.0,19,0.0,47.0,0.0,2.001,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,District of Columbia,Washington D.C.,20068.0,511.0,"Washington, Dc (Hagrstwn)",heraldweekly.com,Facebook,Mobile,Samsung,Android,10,1.0,2.0,2.0,3,3.0,3,2.0,18,0.0,22.0,0.0,0.005,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,District of Columbia,Washington D.C.,20068.0,511.0,"Washington, Dc (Hagrstwn)",honesttopaws.com,Facebook,Mobile,Google,Android,12,1.0,3.0,1.0,2,2.0,2,0.0,16,0.0,23.0,0.0,0.007,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,District of Columbia,Washington D.C.,20068.0,511.0,"Washington, Dc (Hagrstwn)",honesttopaws.com,Facebook,Mobile,Samsung,Android,12,1.0,3.0,0.0,1,0.0,1,0.0,8,0.0,11.0,0.0,0.002,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Altamonte Springs,32714.0,534.0,Orlando - Daytona Bch - Melbrn,heraldweekly.com,Chrome,Mobile,Generic_Android,Android,11,3.0,1.0,1.0,2,1.0,2,3.0,14,0.0,16.0,0.0,0.002,0.0,3.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Altamonte Springs,32714.0,534.0,Orlando - Daytona Bch - Melbrn,honesttopaws.com,Facebook,Mobile,Samsung,Android,12,0.0,1.0,2.0,1,2.0,1,1.0,7,0.0,12.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Bagdad,32530.0,686.0,Mobile - Pensacola (Ft Walt),honesttopaws.com,Facebook,Mobile,Samsung,Android,12,4.0,5.0,2.0,2,4.0,2,2.0,23,0.0,27.0,0.0,0.001,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Cypress Gardens,N/A,N/A,N/A,honesttopaws.com,Facebook,Mobile,Apple,iOS,15,2.0,0.0,7.0,3,4.0,3,3.0,29,0.0,41.0,0.0,13.004,0.0,8.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Dunnellon,34434.0,539.0,Tampa - St. Pete (Sarasota),historydaily.org,Facebook,Mobile,Generic_Android_Tablet,Android,9,1.0,1.0,3.0,4,2.0,4,1.0,14,0.0,109.0,0.0,3.003,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Inverness,34450.0,539.0,Tampa - St. Pete (Sarasota),heraldweekly.com,Facebook,Mobile,Samsung,Android,12,0.0,1.0,5.0,2,4.0,2,0.0,14,0.0,16.0,0.0,5.001,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Jacksonville,32255.0,561.0,Jacksonville,honesttopaws.com,Facebook,Mobile,Generic_Android,Android,10,1.0,0.0,1.0,0,1.0,0,0.0,5,0.0,0.0,0.0,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Jacksonville,32255.0,561.0,Jacksonville,ninjajournalist.com,Facebook,Mobile,Apple,iOS,15,1.0,3.0,1.0,0,2.0,0,1.0,19,0.0,0.0,0.0,11.005,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Jacksonville,32255.0,561.0,Jacksonville,science101.com,Facebook,Mobile,Apple,iOS,15,2.0,3.0,4.0,3,3.0,3,2.0,23,1.0,22.0,0.0,15.003,0.0,4.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Lakeland,33815.0,539.0,Tampa - St. Pete (Sarasota),commandcooking.com,Safari,Mobile,Apple,iOS,14,0.0,0.0,3.0,1,2.0,1,0.0,12,0.0,7.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Largo,33773.0,539.0,Tampa - St. Pete (Sarasota),honesttopaws.com,Facebook,Mobile,Samsung,Android,12,2.0,1.0,1.0,1,0.0,1,1.0,8,0.0,11.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Leesburg,34749.0,534.0,Orlando - Daytona Bch - Melbrn,science101.com,Facebook,Mobile,Apple,iOS,15,1.0,2.0,1.0,2,1.0,2,0.0,13,0.0,15.0,0.0,0.004,0.0,3.0,1.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Melbourne,32934.0,534.0,Orlando - Daytona Bch - Melbrn,heraldweekly.com,Facebook,Mobile,Samsung,Android,9,8.0,1.0,4.0,5,3.0,5,1.0,25,0.0,21.0,0.0,0.003,0.0,3.0,0.0,1.0,0.0,0.0,1.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Miami,33102.0,528.0,Miami - Ft. Lauderdale,heraldweekly.com,Facebook,Mobile,Samsung,Android,12,0.0,2.0,1.0,1,1.0,1,0.0,7,0.0,10.0,0.0,0.001,1.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,North Miami,33160.0,528.0,Miami - Ft. Lauderdale,honesttopaws.com,Facebook,Mobile,Samsung,Android,12,0.0,0.0,2.0,0,2.0,0,1.0,6,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2022-08-22,19,campaign_id,6f104bbb5dc80fcbbac2cce23ca18d76,3b5125b1110473ae2a33c873d6d711b4,2219393,N/A,United States,Florida,Orlando,32802.0,534.0,Orlando - Daytona Bch - Melbrn,heraldweekly.com,Facebook,Mobile,Generic_Android,Android,11,0.0,0.0,0.0,2,0.0,2,0.0,14,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
